"","SDG","Estimate","Std.Error","Demographic","Year","Data","District","Direction","Label","Order","SDG_Achievement"
"635","underweight",0,0,"MIDDLE","2010","DHS","KARONGI",1,"Underweight",4,100
"636","underweight",22.3,2.77555756156289e-17,"RICHER","2010","DHS","KARONGI",1,"Underweight",4,77.7
"637","underweight",5.86,0.0113087683167321,"RICHEST","2010","DHS","KARONGI",1,"Underweight",4,94.14
"638","overweight",3.63,0.0316336730832352,"TOTAL","2010","DHS","KARONGI",1,"Overweight",5,96.37
"639","overweight",5.6,0.0492755612612449,"FEMALE","2010","DHS","KARONGI",1,"Overweight",5,94.4
"640","overweight",0,0,"MALE","2010","DHS","KARONGI",1,"Overweight",5,100
"641","overweight",3.63,0.0316336730832352,"URBAN","2010","DHS","KARONGI",1,"Overweight",5,96.37
"642","overweight",0,0,"POOREST","2010","DHS","KARONGI",1,"Overweight",5,100
"643","overweight",0,0,"POORER","2010","DHS","KARONGI",1,"Overweight",5,100
"644","overweight",0,0,"MIDDLE","2010","DHS","KARONGI",1,"Overweight",5,100
"645","overweight",0,0,"RICHER","2010","DHS","KARONGI",1,"Overweight",5,100
"646","overweight",5.81,0.0112129245521839,"RICHEST","2010","DHS","KARONGI",1,"Overweight",5,94.19
"647","bednet",87.53,0.0282958443627291,"TOTAL","2010","DHS","KARONGI",2,"Use Bednets",11,87.53
"648","bednet",85.56,0.0302150718012538,"MALE","2010","DHS","KARONGI",2,"Use Bednets",11,85.56
"649","bednet",89.68,0.0231862246695538,"FEMALE","2010","DHS","KARONGI",2,"Use Bednets",11,89.68
"650","bednet",87.53,0.0282958443627291,"URBAN","2010","DHS","KARONGI",2,"Use Bednets",11,87.53
"651","bednet",100,0,"POOREST","2010","DHS","KARONGI",2,"Use Bednets",11,100
"652","bednet",100,0,"POORER","2010","DHS","KARONGI",2,"Use Bednets",11,100
"653","bednet",100,2.22044604925031e-16,"MIDDLE","2010","DHS","KARONGI",2,"Use Bednets",11,100
"654","bednet",92.98,1.04083408558608e-17,"RICHER","2010","DHS","KARONGI",2,"Use Bednets",11,92.98
"655","bednet",83.37,0.0296670736334893,"RICHEST","2010","DHS","KARONGI",2,"Use Bednets",11,83.37
"656","one.or.more.antenatal",100,0,"TOTAL","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"657","one.or.more.antenatal",100,0,"MALE","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"658","one.or.more.antenatal",100,0,"FEMALE","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"659","one.or.more.antenatal",100,0,"URBAN","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"660","one.or.more.antenatal",100,0,"POOREST","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"661","one.or.more.antenatal",100,0,"POORER","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"662","one.or.more.antenatal",100,0,"MIDDLE","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"663","one.or.more.antenatal",100,0,"RICHER","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"664","one.or.more.antenatal",100,8.41403389826978e-17,"RICHEST","2010","DHS","KARONGI",2,"One or More Antenatal Visits",15,100
"665","four.antenatal",22.06,0.0334423403300937,"TOTAL","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,22.06
"666","four.antenatal",25.79,0.0825809083596489,"MALE","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,25.79
"667","four.antenatal",18.03,0.0161003232370458,"FEMALE","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,18.03
"668","four.antenatal",22.06,0.0334423403300937,"URBAN","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,22.06
"669","four.antenatal",0,0,"POOREST","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,0
"670","four.antenatal",100,0,"POORER","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,100
"671","four.antenatal",0,0,"MIDDLE","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,0
"672","four.antenatal",16.67,1.38777878078145e-17,"RICHER","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,16.67
"673","four.antenatal",21.97,0.0532043605176268,"RICHEST","2010","DHS","KARONGI",2,"Four Antenatal Visits",16,21.97
"674","met.need.contraceptive",30.95,0.0990970900315787,"TOTAL","2010","DHS","KARONGI",2,"Met Need for Contraceptive",17,30.95
"675","met.need.contraceptive",30.95,0.0990970900315787,"URBAN","2010","DHS","KARONGI",2,"Met Need for Contraceptive",17,30.95
"676","met.need.contraceptive",0,0,"POOREST","2010","DHS","KARONGI",2,"Met Need for Contraceptive",17,0
"677","met.need.contraceptive",0,0,"POORER","2010","DHS","KARONGI",2,"Met Need for Contraceptive",17,0
"678","met.need.contraceptive",0,0,"MIDDLE","2010","DHS","KARONGI",2,"Met Need for Contraceptive",17,0
"679","met.need.contraceptive",40,1.38777878078145e-17,"RICHER","2010","DHS","KARONGI",2,"Met Need for Contraceptive",17,40
"680","met.need.contraceptive",34.33,0.0973795552362394,"RICHEST","2010","DHS","KARONGI",2,"Met Need for Contraceptive",17,34.33
"681","skilled.delivery",81.31,0.136645531936031,"TOTAL","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,81.31
"682","skilled.delivery",100,0,"MALE","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,100
"683","skilled.delivery",52.75,0.290980767781271,"FEMALE","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,52.75
"684","skilled.delivery",81.31,0.136645531936031,"URBAN","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,81.31
"685","skilled.delivery",100,0,"POOREST","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,100
"686","skilled.delivery",50,0,"POORER","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,50
"687","skilled.delivery",0,0,"MIDDLE","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,0
"688","skilled.delivery",66.67,6.93889390390723e-17,"RICHER","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,66.67
"689","skilled.delivery",94.87,0.013068271284897,"RICHEST","2010","DHS","KARONGI",2,"Skilled Individual at Delivery of Child",NA,94.87
"690","mal.nourished.children",54.18,0.00349297331128755,"TOTAL","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,45.82
"691","mal.nourished.children",56.4,0.142475367966726,"MALE","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,43.6
"692","mal.nourished.children",51.04,0.203654962721289,"FEMALE","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,48.96
"693","mal.nourished.children",54.18,0.00349297331128755,"RURAL","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,45.82
"694","mal.nourished.children",42.86,0,"POOREST","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,57.14
"695","mal.nourished.children",66.08,0.114734269609723,"POORER","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,33.92
"696","mal.nourished.children",33.33,5.55111512312578e-17,"MIDDLE","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,66.67
"697","mal.nourished.children",57.35,0.0389617134369354,"RICHER","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,42.65
"698","mal.nourished.children",100,0,"RICHEST","2010","DHS","KAYONZA",1,"Under 5 Malnutrition",3,0
"699","underweight",5.23,0.0252597786694733,"TOTAL","2010","DHS","KAYONZA",1,"Underweight",4,94.77
"700","underweight",6.53,0.070899980811618,"FEMALE","2010","DHS","KAYONZA",1,"Underweight",4,93.47
"701","underweight",3.84,0.0266425789607733,"MALE","2010","DHS","KAYONZA",1,"Underweight",4,96.16
"702","underweight",5.23,0.0252597786694733,"RURAL","2010","DHS","KAYONZA",1,"Underweight",4,94.77
"703","underweight",12.54,8.67361737988404e-18,"POOREST","2010","DHS","KAYONZA",1,"Underweight",4,87.46
"704","underweight",0,0,"POORER","2010","DHS","KAYONZA",1,"Underweight",4,100
"705","underweight",7.27,0.0286851261779208,"MIDDLE","2010","DHS","KAYONZA",1,"Underweight",4,92.73
"706","underweight",0,0,"RICHER","2010","DHS","KAYONZA",1,"Underweight",4,100
"707","underweight",0,0,"RICHEST","2010","DHS","KAYONZA",1,"Underweight",4,100
"708","overweight",0,0,"TOTAL","2010","DHS","KAYONZA",1,"Overweight",5,100
"709","overweight",0,0,"FEMALE","2010","DHS","KAYONZA",1,"Overweight",5,100
"710","overweight",0,0,"MALE","2010","DHS","KAYONZA",1,"Overweight",5,100
"711","overweight",0,0,"RURAL","2010","DHS","KAYONZA",1,"Overweight",5,100
"712","overweight",0,0,"POOREST","2010","DHS","KAYONZA",1,"Overweight",5,100
"713","overweight",0,0,"POORER","2010","DHS","KAYONZA",1,"Overweight",5,100
"714","overweight",0,0,"MIDDLE","2010","DHS","KAYONZA",1,"Overweight",5,100
"715","overweight",0,0,"RICHER","2010","DHS","KAYONZA",1,"Overweight",5,100
"716","overweight",0,0,"RICHEST","2010","DHS","KAYONZA",1,"Overweight",5,100
"717","bednet",87.02,0.122496845817792,"TOTAL","2010","DHS","KAYONZA",2,"Use Bednets",11,87.02
"718","bednet",88.8,0.10435348933722,"MALE","2010","DHS","KAYONZA",2,"Use Bednets",11,88.8
"719","bednet",85.1,0.142594649256476,"FEMALE","2010","DHS","KAYONZA",2,"Use Bednets",11,85.1
"720","bednet",87.02,0.122496845817792,"RURAL","2010","DHS","KAYONZA",2,"Use Bednets",11,87.02
"721","bednet",100,9.5144226775778e-17,"POOREST","2010","DHS","KAYONZA",2,"Use Bednets",11,100
"722","bednet",83.23,0.121678883278233,"POORER","2010","DHS","KAYONZA",2,"Use Bednets",11,83.23
"723","bednet",86.12,0.0695096122810048,"MIDDLE","2010","DHS","KAYONZA",2,"Use Bednets",11,86.12
"724","bednet",91.65,0.0345566937941234,"RICHER","2010","DHS","KAYONZA",2,"Use Bednets",11,91.65
"725","bednet",0,0,"RICHEST","2010","DHS","KAYONZA",2,"Use Bednets",11,0
"726","one.or.more.antenatal",100,0,"TOTAL","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"727","one.or.more.antenatal",100,0,"MALE","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"728","one.or.more.antenatal",100,0,"FEMALE","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"729","one.or.more.antenatal",100,0,"RURAL","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"730","one.or.more.antenatal",100,0,"POOREST","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"731","one.or.more.antenatal",100,0,"POORER","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"732","one.or.more.antenatal",100,0,"MIDDLE","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"733","one.or.more.antenatal",100,0,"RICHER","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"734","one.or.more.antenatal",100,0,"RICHEST","2010","DHS","KAYONZA",2,"One or More Antenatal Visits",15,100
"735","four.antenatal",16.6,0.0910227324955619,"TOTAL","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,16.6
"736","four.antenatal",23.92,0.0745546442990531,"MALE","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,23.92
"737","four.antenatal",7.57,0.0826304514583457,"FEMALE","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,7.57
"738","four.antenatal",16.6,0.0910227324955619,"RURAL","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,16.6
"739","four.antenatal",9.89,0.0217046807652736,"POOREST","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,9.89
"740","four.antenatal",0,0,"POORER","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,0
"741","four.antenatal",33.33,5.55111512312578e-17,"MIDDLE","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,33.33
"742","four.antenatal",38.44,0.177694229226674,"RICHER","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,38.44
"743","four.antenatal",0,0,"RICHEST","2010","DHS","KAYONZA",2,"Four Antenatal Visits",16,0
"744","met.need.contraceptive",65.35,0.0328524076314747,"TOTAL","2010","DHS","KAYONZA",2,"Met Need for Contraceptive",17,65.35
"745","met.need.contraceptive",65.35,0.0328524076314747,"RURAL","2010","DHS","KAYONZA",2,"Met Need for Contraceptive",17,65.35
"746","met.need.contraceptive",57.14,9.71445146547012e-17,"POOREST","2010","DHS","KAYONZA",2,"Met Need for Contraceptive",17,57.14
"747","met.need.contraceptive",61.06,0.273386312907345,"POORER","2010","DHS","KAYONZA",2,"Met Need for Contraceptive",17,61.06
"748","met.need.contraceptive",100,0,"MIDDLE","2010","DHS","KAYONZA",2,"Met Need for Contraceptive",17,100
"749","met.need.contraceptive",50,0,"RICHER","2010","DHS","KAYONZA",2,"Met Need for Contraceptive",17,50
"750","met.need.contraceptive",100,0,"RICHEST","2010","DHS","KAYONZA",2,"Met Need for Contraceptive",17,100
"751","skilled.delivery",53.13,0.0134335136083822,"TOTAL","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,53.13
"752","skilled.delivery",65.33,0.035960075555413,"MALE","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,65.33
"753","skilled.delivery",35.44,0.0856561616248062,"FEMALE","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,35.44
"754","skilled.delivery",53.13,0.0134335136083822,"RURAL","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,53.13
"755","skilled.delivery",46.76,0.0606193784732595,"POOREST","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,46.76
"756","skilled.delivery",55.67,0.284950738650704,"POORER","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,55.67
"757","skilled.delivery",60,8.32667268468868e-17,"MIDDLE","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,60
"758","skilled.delivery",51.69,0.321274842327201,"RICHER","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,51.69
"759","skilled.delivery",100,0,"RICHEST","2010","DHS","KAYONZA",2,"Skilled Individual at Delivery of Child",NA,100
"760","mal.nourished.children",58.08,0.148578751987527,"TOTAL","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,41.92
"761","mal.nourished.children",71.68,0.245585594897686,"MALE","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,28.32
"762","mal.nourished.children",29.63,0.153614239838027,"FEMALE","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,70.37
"763","mal.nourished.children",58.08,0.148578751987527,"RURAL","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,41.92
"764","mal.nourished.children",81.81,0.231422765547259,"POOREST","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,18.19
"765","mal.nourished.children",43.66,0.111063902953493,"POORER","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,56.34
"766","mal.nourished.children",40.54,0.0818146597449277,"MIDDLE","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,59.46
"767","mal.nourished.children",100,0,"RICHER","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,0
"768","mal.nourished.children",100,0,"RICHEST","2010","DHS","KICUKIRO",1,"Under 5 Malnutrition",3,0
"769","underweight",23.35,0.0976055565607997,"TOTAL","2010","DHS","KICUKIRO",1,"Underweight",4,76.65
"770","underweight",20.38,0.155965279480741,"FEMALE","2010","DHS","KICUKIRO",1,"Underweight",4,79.62
"771","underweight",27.11,0.0243856247495042,"MALE","2010","DHS","KICUKIRO",1,"Underweight",4,72.89
"772","underweight",23.35,0.0976055565607997,"RURAL","2010","DHS","KICUKIRO",1,"Underweight",4,76.65
"773","underweight",46.1,0.143371539832507,"POOREST","2010","DHS","KICUKIRO",1,"Underweight",4,53.9
"774","underweight",12.2,0.0442342042420789,"POORER","2010","DHS","KICUKIRO",1,"Underweight",4,87.8
"775","underweight",11.88,0.0966571160306853,"MIDDLE","2010","DHS","KICUKIRO",1,"Underweight",4,88.12
"776","underweight",0,0,"RICHER","2010","DHS","KICUKIRO",1,"Underweight",4,100
"777","underweight",16.31,0.0605884162114023,"RICHEST","2010","DHS","KICUKIRO",1,"Underweight",4,83.69
"778","overweight",0,0,"TOTAL","2010","DHS","KICUKIRO",1,"Overweight",5,100
"779","overweight",0,0,"FEMALE","2010","DHS","KICUKIRO",1,"Overweight",5,100
"780","overweight",0,0,"MALE","2010","DHS","KICUKIRO",1,"Overweight",5,100
"781","overweight",0,0,"RURAL","2010","DHS","KICUKIRO",1,"Overweight",5,100
"782","overweight",0,0,"POOREST","2010","DHS","KICUKIRO",1,"Overweight",5,100
"783","overweight",0,0,"POORER","2010","DHS","KICUKIRO",1,"Overweight",5,100
"784","overweight",0,0,"MIDDLE","2010","DHS","KICUKIRO",1,"Overweight",5,100
"785","overweight",0,0,"RICHER","2010","DHS","KICUKIRO",1,"Overweight",5,100
"786","overweight",0,0,"RICHEST","2010","DHS","KICUKIRO",1,"Overweight",5,100
"787","bednet",74.79,7.06181133359489e-05,"TOTAL","2010","DHS","KICUKIRO",2,"Use Bednets",11,74.79
"788","bednet",77.46,0.0145674989633223,"MALE","2010","DHS","KICUKIRO",2,"Use Bednets",11,77.46
"789","bednet",72.64,0.012416661923377,"FEMALE","2010","DHS","KICUKIRO",2,"Use Bednets",11,72.64
"790","bednet",74.79,7.06181133359489e-05,"RURAL","2010","DHS","KICUKIRO",2,"Use Bednets",11,74.79
"791","bednet",58.39,0.161122374106244,"POOREST","2010","DHS","KICUKIRO",2,"Use Bednets",11,58.39
"792","bednet",60.78,0.156114015313931,"POORER","2010","DHS","KICUKIRO",2,"Use Bednets",11,60.78
"793","bednet",100,0,"MIDDLE","2010","DHS","KICUKIRO",2,"Use Bednets",11,100
"794","bednet",96.12,0.0263902987432151,"RICHER","2010","DHS","KICUKIRO",2,"Use Bednets",11,96.12
"795","bednet",100,0,"RICHEST","2010","DHS","KICUKIRO",2,"Use Bednets",11,100
"796","one.or.more.antenatal",95.72,0.041636562991116,"TOTAL","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,95.72
"797","one.or.more.antenatal",100,0,"MALE","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,100
"798","one.or.more.antenatal",91.21,0.0676202725022584,"FEMALE","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,91.21
"799","one.or.more.antenatal",95.72,0.041636562991116,"RURAL","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,95.72
"800","one.or.more.antenatal",84.31,0.215324467875305,"POOREST","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,84.31
"801","one.or.more.antenatal",100,1.96073668132277e-17,"POORER","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,100
"802","one.or.more.antenatal",100,1.49876153594574e-17,"MIDDLE","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,100
"803","one.or.more.antenatal",100,0,"RICHER","2010","DHS","KICUKIRO",2,"One or More Antenatal Visits",15,100
"804","four.antenatal",40.64,0.0960843761333447,"TOTAL","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,40.64
"805","four.antenatal",30.21,0.0850734489350545,"MALE","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,30.21
"806","four.antenatal",51.65,0.24343298100813,"FEMALE","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,51.65
"807","four.antenatal",40.64,0.0960843761333447,"RURAL","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,40.64
"808","four.antenatal",27.45,0.172259574300244,"POOREST","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,27.45
"809","four.antenatal",45.59,0.169541715903266,"POORER","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,45.59
"810","four.antenatal",40.54,0.0818146634796148,"MIDDLE","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,40.54
"811","four.antenatal",51.62,0.233054413750639,"RICHER","2010","DHS","KICUKIRO",2,"Four Antenatal Visits",16,51.62
"812","met.need.contraceptive",54.67,0.0497768391536265,"TOTAL","2010","DHS","KICUKIRO",2,"Met Need for Contraceptive",17,54.67
"813","met.need.contraceptive",54.67,0.0497768391536265,"RURAL","2010","DHS","KICUKIRO",2,"Met Need for Contraceptive",17,54.67
"814","met.need.contraceptive",50,0,"POOREST","2010","DHS","KICUKIRO",2,"Met Need for Contraceptive",17,50
"815","met.need.contraceptive",48.89,0.165922797178755,"POORER","2010","DHS","KICUKIRO",2,"Met Need for Contraceptive",17,48.89
"816","met.need.contraceptive",60.53,0.0775565584976687,"MIDDLE","2010","DHS","KICUKIRO",2,"Met Need for Contraceptive",17,60.53
"817","met.need.contraceptive",65.21,0.211696816213104,"RICHER","2010","DHS","KICUKIRO",2,"Met Need for Contraceptive",17,65.21
"818","met.need.contraceptive",0,0,"RICHEST","2010","DHS","KICUKIRO",2,"Met Need for Contraceptive",17,0
"819","skilled.delivery",51.23,0.183388354776519,"TOTAL","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,51.23
"820","skilled.delivery",58.04,0.0219074254602424,"MALE","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,58.04
"821","skilled.delivery",44.37,0.338820307248216,"FEMALE","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,44.37
"822","skilled.delivery",51.23,0.183388354776519,"RURAL","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,51.23
"823","skilled.delivery",52.28,0.347134180318553,"POOREST","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,52.28
"824","skilled.delivery",51.4,0.205412714687886,"POORER","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,51.4
"825","skilled.delivery",35.59,0.289587211153634,"MIDDLE","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,35.59
"826","skilled.delivery",77.42,0.349581620625958,"RICHER","2010","DHS","KICUKIRO",2,"Skilled Individual at Delivery of Child",NA,77.42
"827","mal.nourished.children",40.02,0.0480527475181225,"TOTAL","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,59.98
"828","mal.nourished.children",30.87,0.225332141153758,"MALE","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,69.13
"829","mal.nourished.children",49.92,0.1666630386034,"FEMALE","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,50.08
"830","mal.nourished.children",40.02,0.0480527475181225,"RURAL","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,59.98
"831","mal.nourished.children",0,0,"POOREST","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,100
"832","mal.nourished.children",60.15,0.320591062477254,"POORER","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,39.85
"833","mal.nourished.children",19.93,0.160295531238627,"MIDDLE","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,80.07
"834","mal.nourished.children",41.67,0.0138670119127519,"RICHER","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,58.33
"835","mal.nourished.children",100,0,"RICHEST","2010","DHS","KIREHE",1,"Under 5 Malnutrition",3,0
"836","underweight",6.32,0.0235641717833791,"TOTAL","2010","DHS","KIREHE",1,"Underweight",4,93.68
"837","underweight",0,0,"FEMALE","2010","DHS","KIREHE",1,"Underweight",4,100
"838","underweight",15.01,0.0199622896979999,"MALE","2010","DHS","KIREHE",1,"Underweight",4,84.99
"839","underweight",6.32,0.0235641717833791,"RURAL","2010","DHS","KIREHE",1,"Underweight",4,93.68
"840","underweight",0,0,"POOREST","2010","DHS","KIREHE",1,"Underweight",4,100
"841","underweight",12.69,0.126003918807819,"POORER","2010","DHS","KIREHE",1,"Underweight",4,87.31
"842","underweight",22.37,0.0250201648342739,"MIDDLE","2010","DHS","KIREHE",1,"Underweight",4,77.63
"843","underweight",0,0,"RICHER","2010","DHS","KIREHE",1,"Underweight",4,100
"844","underweight",0,0,"RICHEST","2010","DHS","KIREHE",1,"Underweight",4,100
"845","overweight",0,0,"TOTAL","2010","DHS","KIREHE",1,"Overweight",5,100
"846","overweight",0,0,"FEMALE","2010","DHS","KIREHE",1,"Overweight",5,100
"847","overweight",0,0,"MALE","2010","DHS","KIREHE",1,"Overweight",5,100
"848","overweight",0,0,"RURAL","2010","DHS","KIREHE",1,"Overweight",5,100
"849","overweight",0,0,"POOREST","2010","DHS","KIREHE",1,"Overweight",5,100
"850","overweight",0,0,"POORER","2010","DHS","KIREHE",1,"Overweight",5,100
"851","overweight",0,0,"MIDDLE","2010","DHS","KIREHE",1,"Overweight",5,100
"852","overweight",0,0,"RICHER","2010","DHS","KIREHE",1,"Overweight",5,100
"853","overweight",0,0,"RICHEST","2010","DHS","KIREHE",1,"Overweight",5,100
"854","bednet",98.49,0.0158331592093212,"TOTAL","2010","DHS","KIREHE",2,"Use Bednets",11,98.49
"855","bednet",98.38,0.0174376426437062,"MALE","2010","DHS","KIREHE",2,"Use Bednets",11,98.38
"856","bednet",98.59,0.0144830019273026,"FEMALE","2010","DHS","KIREHE",2,"Use Bednets",11,98.59
"857","bednet",98.49,0.0158331592093212,"RURAL","2010","DHS","KIREHE",2,"Use Bednets",11,98.49
"858","bednet",100,0,"POOREST","2010","DHS","KIREHE",2,"Use Bednets",11,100
"859","bednet",91.53,0.0976439233320745,"POORER","2010","DHS","KIREHE",2,"Use Bednets",11,91.53
"860","bednet",100,0,"MIDDLE","2010","DHS","KIREHE",2,"Use Bednets",11,100
"861","bednet",100,0,"RICHER","2010","DHS","KIREHE",2,"Use Bednets",11,100
"862","bednet",100,0,"RICHEST","2010","DHS","KIREHE",2,"Use Bednets",11,100
"863","one.or.more.antenatal",100,0,"TOTAL","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"864","one.or.more.antenatal",100,0,"MALE","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"865","one.or.more.antenatal",100,0,"FEMALE","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"866","one.or.more.antenatal",100,0,"RURAL","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"867","one.or.more.antenatal",100,0,"POOREST","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"868","one.or.more.antenatal",100,0,"POORER","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"869","one.or.more.antenatal",100,0,"MIDDLE","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"870","one.or.more.antenatal",100,1.06064781350836e-17,"RICHER","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"871","one.or.more.antenatal",100,0,"RICHEST","2010","DHS","KIREHE",2,"One or More Antenatal Visits",15,100
"872","four.antenatal",20.69,0.0071365048604793,"TOTAL","2010","DHS","KIREHE",2,"Four Antenatal Visits",16,20.69
"873","four.antenatal",33.4,0.13357963215753,"MALE","2010","DHS","KIREHE",2,"Four Antenatal Visits",16,33.4
"874","four.antenatal",7.1,0.0815221565795606,"FEMALE","2010","DHS","KIREHE",2,"Four Antenatal Visits",16,7.1
"875","four.antenatal",20.69,0.0071365048604793,"RURAL","2010","DHS","KIREHE",2,"Four Antenatal Visits",16,20.69
"876","four.antenatal",49.77,0.499989113774318,"POOREST","2010","DHS","KIREHE",2,"Four Antenatal Visits",16,49.77
"877","four.antenatal",0,0,"POORER","2010","DHS","KIREHE",2,"Four Antenatal Visits",16,0
"878","four.antenatal",25.09,0.187059244927153,"MIDDLE","2010","DHS","KIREHE",2,"Four Antenatal Visits",16,25.09
