"","X1","SDG","Estimate","Std.Error","Demographic","Year","Data","District","Direction","Label","Order","SDG_Achievement"
"2099",3116,"improved.water",75.07,0.0140030067221789,"MALE",2011,"EICV","MUSANZE",2,"Clean Water",8,75.07
"2100",3117,"improved.water",75.51,0.012875524435949,"FEMALE",2011,"EICV","MUSANZE",2,"Clean Water",8,75.51
"2101",3118,"improved.water",94.74,0.0105186220403819,"URBAN",2011,"EICV","MUSANZE",2,"Clean Water",8,94.74
"2102",3119,"improved.water",70.41,0.0113777505735368,"RURAL",2011,"EICV","MUSANZE",2,"Clean Water",8,70.41
"2103",3120,"improved.water",56.63,0.0406438128056689,"SEVERELY-POOR",2011,"EICV","MUSANZE",2,"Clean Water",8,56.63
"2104",3121,"improved.water",75.63,0.0253179188406187,"POOR",2011,"EICV","MUSANZE",2,"Clean Water",8,75.63
"2105",3122,"improved.water",76.62,0.0104650700243742,"NON-POOR",2011,"EICV","MUSANZE",2,"Clean Water",8,76.62
"2106",3123,"improved.sanitation",54.91,0.0118058055590212,"TOTAL",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,54.91
"2107",3124,"improved.sanitation",55.37,0.0173027812279864,"MALE",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,55.37
"2108",3125,"improved.sanitation",54.51,0.0161550279909946,"FEMALE",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,54.51
"2109",3126,"improved.sanitation",78.97,0.0194729038164157,"URBAN",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,78.97
"2110",3127,"improved.sanitation",48.84,0.0133378671675119,"RURAL",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,48.84
"2111",3128,"improved.sanitation",32.96,0.0385279483914317,"SEVERELY-POOR",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,32.96
"2112",3129,"improved.sanitation",27.54,0.0279645540655776,"POOR",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,27.54
"2113",3130,"improved.sanitation",61.26,0.0126627319282539,"NON-POOR",2011,"EICV","MUSANZE",2,"Improved Sanitation",9,61.26
"2114",3131,"electric.lighting",16.8,0.00858711802528771,"TOTAL",2011,"EICV","MUSANZE",2,"Electricity",10,16.8
"2115",3132,"electric.lighting",18.36,0.0130493081067183,"MALE",2011,"EICV","MUSANZE",2,"Electricity",10,18.36
"2116",3133,"electric.lighting",15.48,0.0113556021280877,"FEMALE",2011,"EICV","MUSANZE",2,"Electricity",10,15.48
"2117",3134,"electric.lighting",47.54,0.0260834820883731,"URBAN",2011,"EICV","MUSANZE",2,"Electricity",10,47.54
"2118",3135,"electric.lighting",9.05,0.00687262651490073,"RURAL",2011,"EICV","MUSANZE",2,"Electricity",10,9.05
"2119",3136,"electric.lighting",6.93,0.0198863899635094,"SEVERELY-POOR",2011,"EICV","MUSANZE",2,"Electricity",10,6.93
"2120",3137,"electric.lighting",1.21,0.00540534638304061,"POOR",2011,"EICV","MUSANZE",2,"Electricity",10,1.21
"2121",3138,"electric.lighting",20.23,0.0103513109110856,"NON-POOR",2011,"EICV","MUSANZE",2,"Electricity",10,20.23
"2122",3139,"primary.attendance",95.02,0.0102128694905543,"TOTAL",2011,"EICV","MUSANZE",2,"Primary Education",12,95.02
"2123",3140,"primary.attendance",93.46,0.0173749875865201,"MALE",2011,"EICV","MUSANZE",2,"Primary Education",12,93.46
"2124",3141,"primary.attendance",96.21,0.0121569445483957,"FEMALE",2011,"EICV","MUSANZE",2,"Primary Education",12,96.21
"2125",3142,"primary.attendance",98.87,0.0113080643766664,"URBAN",2011,"EICV","MUSANZE",2,"Primary Education",12,98.87
"2126",3143,"primary.attendance",94.15,0.0122249563485018,"RURAL",2011,"EICV","MUSANZE",2,"Primary Education",12,94.15
"2127",3144,"primary.attendance",80.48,0.0625645715996841,"SEVERELY-POOR",2011,"EICV","MUSANZE",2,"Primary Education",12,80.48
"2128",3145,"primary.attendance",90.54,0.0318952444259487,"POOR",2011,"EICV","MUSANZE",2,"Primary Education",12,90.54
"2129",3146,"primary.attendance",97.91,0.00806657071370797,"NON-POOR",2011,"EICV","MUSANZE",2,"Primary Education",12,97.91
"2130",3147,"secondary.attendance",19.81,0.0248400252129822,"TOTAL",2011,"EICV","MUSANZE",2,"Secondary Education",13,19.81
"2131",3148,"secondary.attendance",18.16,0.0333010462276363,"MALE",2011,"EICV","MUSANZE",2,"Secondary Education",13,18.16
"2132",3149,"secondary.attendance",21.33,0.0365231635062153,"FEMALE",2011,"EICV","MUSANZE",2,"Secondary Education",13,21.33
"2133",3150,"secondary.attendance",36.56,0.0648677305034655,"URBAN",2011,"EICV","MUSANZE",2,"Secondary Education",13,36.56
"2134",3151,"secondary.attendance",15.03,0.0246610103693259,"RURAL",2011,"EICV","MUSANZE",2,"Secondary Education",13,15.03
"2135",3153,"secondary.attendance",5.12,0.0295244802602851,"POOR",2011,"EICV","MUSANZE",2,"Secondary Education",13,5.12
"2136",3154,"secondary.attendance",24.34,0.0300895938389018,"NON-POOR",2011,"EICV","MUSANZE",2,"Secondary Education",13,24.34
"2137",3155,"literacy",57.91,0.0185360892998102,"TOTAL",2011,"EICV","MUSANZE",2,"Literacy",14,57.91
"2138",3156,"literacy",67.73,0.0264266303088165,"MALE",2011,"EICV","MUSANZE",2,"Literacy",14,67.73
"2139",3157,"literacy",50.95,0.0249913808220464,"FEMALE",2011,"EICV","MUSANZE",2,"Literacy",14,50.95
"2140",3158,"literacy",56.81,0.0490478394151846,"URBAN",2011,"EICV","MUSANZE",2,"Literacy",14,56.81
"2141",3159,"literacy",58.08,0.0200024320468019,"RURAL",2011,"EICV","MUSANZE",2,"Literacy",14,58.08
"2142",3160,"literacy",54.13,0.0632394197871971,"SEVERELY-POOR",2011,"EICV","MUSANZE",2,"Literacy",14,54.13
"2143",3161,"literacy",54.23,0.0507043607428478,"POOR",2011,"EICV","MUSANZE",2,"Literacy",14,54.23
"2144",3162,"literacy",58.88,0.0208969192055552,"NON-POOR",2011,"EICV","MUSANZE",2,"Literacy",14,58.88
"2145",3163,"poor",47.29,0.0105849157311654,"TOTAL",2011,"EICV","NGOMA",1,"Poverty",1,52.71
"2146",3164,"poor",46.18,0.0154203254999503,"MALE",2011,"EICV","NGOMA",1,"Poverty",1,53.82
"2147",3165,"poor",48.27,0.0145504794300786,"FEMALE",2011,"EICV","NGOMA",1,"Poverty",1,51.73
"2148",3166,"poor",25.8,0.0254912348840015,"URBAN",2011,"EICV","NGOMA",1,"Poverty",1,74.2
"2149",3167,"poor",50.07,0.0113738129976685,"RURAL",2011,"EICV","NGOMA",1,"Poverty",1,49.93
"2150",3168,"severely.poor",22.13,0.00885684506809472,"TOTAL",2011,"EICV","NGOMA",1,"Severe Poverty",2,77.87
"2151",3169,"severely.poor",21.04,0.0126982271496609,"MALE",2011,"EICV","NGOMA",1,"Severe Poverty",2,78.96
"2152",3170,"severely.poor",23.1,0.0123409145647054,"FEMALE",2011,"EICV","NGOMA",1,"Severe Poverty",2,76.9
"2153",3171,"severely.poor",8,0.0159769146978946,"URBAN",2011,"EICV","NGOMA",1,"Severe Poverty",2,92
"2154",3172,"severely.poor",23.96,0.00972267035448793,"RURAL",2011,"EICV","NGOMA",1,"Severe Poverty",2,76.04
"2155",3173,"health.insurance",74.7,0.00925597247678643,"TOTAL",2011,"EICV","NGOMA",2,"Have Health Insurance",6,74.7
"2156",3174,"health.insurance",73.03,0.0137581078421522,"MALE",2011,"EICV","NGOMA",2,"Have Health Insurance",6,73.03
"2157",3175,"health.insurance",76.18,0.0124819020777829,"FEMALE",2011,"EICV","NGOMA",2,"Have Health Insurance",6,76.18
"2158",3176,"health.insurance",75.42,0.025114214784605,"URBAN",2011,"EICV","NGOMA",2,"Have Health Insurance",6,75.42
"2159",3177,"health.insurance",74.61,0.00993559586113675,"RURAL",2011,"EICV","NGOMA",2,"Have Health Insurance",6,74.61
"2160",3178,"health.insurance",54.9,0.0226240291855183,"SEVERELY-POOR",2011,"EICV","NGOMA",2,"Have Health Insurance",6,54.9
"2161",3179,"health.insurance",67.85,0.0197675638909763,"POOR",2011,"EICV","NGOMA",2,"Have Health Insurance",6,67.85
"2162",3180,"health.insurance",86.28,0.0100729295117398,"NON-POOR",2011,"EICV","NGOMA",2,"Have Health Insurance",6,86.28
"2163",3181,"care.when.ill",51.94,0.0288057306005829,"TOTAL",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,51.94
"2164",3182,"care.when.ill",53.14,0.0453807244707842,"MALE",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,53.14
"2165",3183,"care.when.ill",51.13,0.0372688383585643,"FEMALE",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,51.13
"2166",3184,"care.when.ill",67.23,0.0733610546193958,"URBAN",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,67.23
"2167",3185,"care.when.ill",49.95,0.0309820093751292,"RURAL",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,49.95
"2168",3186,"care.when.ill",33.96,0.0671035345682194,"SEVERELY-POOR",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,33.96
"2169",3187,"care.when.ill",48.32,0.057170105610067,"POOR",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,48.32
"2170",3188,"care.when.ill",58.79,0.0373237904868451,"NON-POOR",2011,"EICV","NGOMA",2,"Receive Care When Ill",7,58.79
"2171",3189,"improved.water",69.13,0.00975685797320721,"TOTAL",2011,"EICV","NGOMA",2,"Clean Water",8,69.13
"2172",3190,"improved.water",68.6,0.0142899677039515,"MALE",2011,"EICV","NGOMA",2,"Clean Water",8,68.6
"2173",3191,"improved.water",69.6,0.0133523085045612,"FEMALE",2011,"EICV","NGOMA",2,"Clean Water",8,69.6
"2174",3192,"improved.water",84.41,0.0218956794365186,"URBAN",2011,"EICV","NGOMA",2,"Clean Water",8,84.41
"2175",3193,"improved.water",67.15,0.0106019353271084,"RURAL",2011,"EICV","NGOMA",2,"Clean Water",8,67.15
"2176",3194,"improved.water",63.77,0.0217281710437442,"SEVERELY-POOR",2011,"EICV","NGOMA",2,"Clean Water",8,63.77
"2177",3195,"improved.water",68.73,0.0194547393711223,"POOR",2011,"EICV","NGOMA",2,"Clean Water",8,68.73
"2178",3196,"improved.water",71.57,0.0131112412746797,"NON-POOR",2011,"EICV","NGOMA",2,"Clean Water",8,71.57
"2179",3197,"improved.sanitation",81.52,0.00830534522356578,"TOTAL",2011,"EICV","NGOMA",2,"Improved Sanitation",9,81.52
"2180",3198,"improved.sanitation",81.2,0.0122006720134125,"MALE",2011,"EICV","NGOMA",2,"Improved Sanitation",9,81.2
"2181",3199,"improved.sanitation",81.81,0.0113350980125133,"FEMALE",2011,"EICV","NGOMA",2,"Improved Sanitation",9,81.81
"2182",3200,"improved.sanitation",86.36,0.0206792311343891,"URBAN",2011,"EICV","NGOMA",2,"Improved Sanitation",9,86.36
"2183",3201,"improved.sanitation",80.89,0.00898522342457346,"RURAL",2011,"EICV","NGOMA",2,"Improved Sanitation",9,80.89
"2184",3202,"improved.sanitation",77.06,0.0193564874313686,"SEVERELY-POOR",2011,"EICV","NGOMA",2,"Improved Sanitation",9,77.06
"2185",3203,"improved.sanitation",68.62,0.0195514657545354,"POOR",2011,"EICV","NGOMA",2,"Improved Sanitation",9,68.62
"2186",3204,"improved.sanitation",89.55,0.00907244414883568,"NON-POOR",2011,"EICV","NGOMA",2,"Improved Sanitation",9,89.55
"2187",3205,"electric.lighting",4.86,0.00437052528653879,"TOTAL",2011,"EICV","NGOMA",2,"Electricity",10,4.86
"2188",3206,"electric.lighting",4.65,0.00622132668518498,"MALE",2011,"EICV","NGOMA",2,"Electricity",10,4.65
"2189",3207,"electric.lighting",5.06,0.00612837518399181,"FEMALE",2011,"EICV","NGOMA",2,"Electricity",10,5.06
"2190",3208,"electric.lighting",15.8,0.0186648756541556,"URBAN",2011,"EICV","NGOMA",2,"Electricity",10,15.8
"2191",3209,"electric.lighting",3.45,0.00427820718455089,"RURAL",2011,"EICV","NGOMA",2,"Electricity",10,3.45
"2192",3211,"electric.lighting",1.31,0.00434046207903567,"POOR",2011,"EICV","NGOMA",2,"Electricity",10,1.31
"2193",3212,"electric.lighting",8.6,0.00788963741819772,"NON-POOR",2011,"EICV","NGOMA",2,"Electricity",10,8.6
"2194",3213,"primary.attendance",86.71,0.0172184690696746,"TOTAL",2011,"EICV","NGOMA",2,"Primary Education",12,86.71
"2195",3214,"primary.attendance",85.3,0.025757931052092,"MALE",2011,"EICV","NGOMA",2,"Primary Education",12,85.3
"2196",3215,"primary.attendance",88.04,0.0229803569158547,"FEMALE",2011,"EICV","NGOMA",2,"Primary Education",12,88.04
"2197",3216,"primary.attendance",93.61,0.0356502925793346,"URBAN",2011,"EICV","NGOMA",2,"Primary Education",12,93.61
"2198",3217,"primary.attendance",85.86,0.01879885853925,"RURAL",2011,"EICV","NGOMA",2,"Primary Education",12,85.86
"2199",3218,"primary.attendance",80.48,0.0394815520768464,"SEVERELY-POOR",2011,"EICV","NGOMA",2,"Primary Education",12,80.48
"2200",3219,"primary.attendance",84.98,0.0346821694944787,"POOR",2011,"EICV","NGOMA",2,"Primary Education",12,84.98
"2201",3220,"primary.attendance",91.14,0.0211885987576673,"NON-POOR",2011,"EICV","NGOMA",2,"Primary Education",12,91.14
"2202",3221,"secondary.attendance",18.87,0.0222709494757365,"TOTAL",2011,"EICV","NGOMA",2,"Secondary Education",13,18.87
"2203",3222,"secondary.attendance",21.24,0.0323207122891504,"MALE",2011,"EICV","NGOMA",2,"Secondary Education",13,21.24
"2204",3223,"secondary.attendance",16.18,0.0300661707681053,"FEMALE",2011,"EICV","NGOMA",2,"Secondary Education",13,16.18
"2205",3224,"secondary.attendance",31.99,0.0727073643945651,"URBAN",2011,"EICV","NGOMA",2,"Secondary Education",13,31.99
"2206",3225,"secondary.attendance",17.14,0.0231277052438126,"RURAL",2011,"EICV","NGOMA",2,"Secondary Education",13,17.14
"2207",3226,"secondary.attendance",9.45,0.0368539749141414,"SEVERELY-POOR",2011,"EICV","NGOMA",2,"Secondary Education",13,9.45
"2208",3227,"secondary.attendance",17.23,0.0455128165683064,"POOR",2011,"EICV","NGOMA",2,"Secondary Education",13,17.23
"2209",3228,"secondary.attendance",22.84,0.0315596496412612,"NON-POOR",2011,"EICV","NGOMA",2,"Secondary Education",13,22.84
"2210",3229,"literacy",60.55,0.0168239344691242,"TOTAL",2011,"EICV","NGOMA",2,"Literacy",14,60.55
"2211",3230,"literacy",67.1,0.0245182057016856,"MALE",2011,"EICV","NGOMA",2,"Literacy",14,67.1
"2212",3231,"literacy",55.43,0.022789391459021,"FEMALE",2011,"EICV","NGOMA",2,"Literacy",14,55.43
"2213",3232,"literacy",68.82,0.0459651963209706,"URBAN",2011,"EICV","NGOMA",2,"Literacy",14,68.82
"2214",3233,"literacy",59.6,0.0179654896750937,"RURAL",2011,"EICV","NGOMA",2,"Literacy",14,59.6
"2215",3234,"literacy",50.2,0.0369788448008313,"SEVERELY-POOR",2011,"EICV","NGOMA",2,"Literacy",14,50.2
"2216",3235,"literacy",65.32,0.0313992180368015,"POOR",2011,"EICV","NGOMA",2,"Literacy",14,65.32
"2217",3236,"literacy",62.48,0.0232936717559969,"NON-POOR",2011,"EICV","NGOMA",2,"Literacy",14,62.48
"2218",3237,"poor",51.7,0.0106621992415047,"TOTAL",2011,"EICV","NGORORERO",1,"Poverty",1,48.3
"2219",3238,"poor",51.51,0.0154458701547433,"MALE",2011,"EICV","NGORORERO",1,"Poverty",1,48.49
"2220",3239,"poor",51.87,0.0147363169183025,"FEMALE",2011,"EICV","NGORORERO",1,"Poverty",1,48.13
"2221",3240,"poor",51.7,0.0106621992415047,"RURAL",2011,"EICV","NGORORERO",1,"Poverty",1,48.3
"2222",3241,"severely.poor",29.45,0.00975604642168953,"TOTAL",2011,"EICV","NGORORERO",1,"Severe Poverty",2,70.55
"2223",3242,"severely.poor",30.22,0.0142442459323083,"MALE",2011,"EICV","NGORORERO",1,"Severe Poverty",2,69.78
"2224",3243,"severely.poor",28.76,0.0133827578445719,"FEMALE",2011,"EICV","NGORORERO",1,"Severe Poverty",2,71.24
"2225",3244,"severely.poor",29.45,0.00975604642168953,"RURAL",2011,"EICV","NGORORERO",1,"Severe Poverty",2,70.55
"2226",3245,"health.insurance",65.77,0.0101238358481526,"TOTAL",2011,"EICV","NGORORERO",2,"Have Health Insurance",6,65.77
"2227",3246,"health.insurance",65.22,0.0147196758425386,"MALE",2011,"EICV","NGORORERO",2,"Have Health Insurance",6,65.22
"2228",3247,"health.insurance",66.28,0.0139438450105988,"FEMALE",2011,"EICV","NGORORERO",2,"Have Health Insurance",6,66.28
"2229",3248,"health.insurance",65.77,0.0101238358481526,"RURAL",2011,"EICV","NGORORERO",2,"Have Health Insurance",6,65.77
"2230",3249,"health.insurance",51.74,0.0197445028853771,"SEVERELY-POOR",2011,"EICV","NGORORERO",2,"Have Health Insurance",6,51.74
"2231",3250,"health.insurance",63.7,0.0217901563753421,"POOR",2011,"EICV","NGORORERO",2,"Have Health Insurance",6,63.7
"2232",3251,"health.insurance",75.28,0.0131856055969596,"NON-POOR",2011,"EICV","NGORORERO",2,"Have Health Insurance",6,75.28
"2233",3252,"care.when.ill",32.22,0.0263696115833804,"TOTAL",2011,"EICV","NGORORERO",2,"Receive Care When Ill",7,32.22
"2234",3253,"care.when.ill",30.32,0.040638126613804,"MALE",2011,"EICV","NGORORERO",2,"Receive Care When Ill",7,30.32
"2235",3254,"care.when.ill",33.53,0.0346019302321967,"FEMALE",2011,"EICV","NGORORERO",2,"Receive Care When Ill",7,33.53
"2236",3255,"care.when.ill",32.22,0.0263696115833804,"RURAL",2011,"EICV","NGORORERO",2,"Receive Care When Ill",7,32.22
"2237",3256,"care.when.ill",28.04,0.047457394776794,"SEVERELY-POOR",2011,"EICV","NGORORERO",2,"Receive Care When Ill",7,28.04
"2238",3257,"care.when.ill",23.84,0.0626296950581584,"POOR",2011,"EICV","NGORORERO",2,"Receive Care When Ill",7,23.84
"2239",3258,"care.when.ill",36.71,0.0361875421718779,"NON-POOR",2011,"EICV","NGORORERO",2,"Receive Care When Ill",7,36.71
"2240",3259,"improved.water",63.21,0.0102618164886025,"TOTAL",2011,"EICV","NGORORERO",2,"Clean Water",8,63.21
"2241",3260,"improved.water",63.38,0.0148578319233881,"MALE",2011,"EICV","NGORORERO",2,"Clean Water",8,63.38
"2242",3261,"improved.water",63.05,0.0141900208863874,"FEMALE",2011,"EICV","NGORORERO",2,"Clean Water",8,63.05
"2243",3262,"improved.water",63.21,0.0102618164886025,"RURAL",2011,"EICV","NGORORERO",2,"Clean Water",8,63.21
"2244",3263,"improved.water",51.78,0.019744396857288,"SEVERELY-POOR",2011,"EICV","NGORORERO",2,"Clean Water",8,51.78
"2245",3264,"improved.water",65.93,0.0214522002624363,"POOR",2011,"EICV","NGORORERO",2,"Clean Water",8,65.93
"2246",3265,"improved.water",68.92,0.0140331634399589,"NON-POOR",2011,"EICV","NGORORERO",2,"Clean Water",8,68.92
"2247",3266,"improved.sanitation",91.96,0.00580065399972736,"TOTAL",2011,"EICV","NGORORERO",2,"Improved Sanitation",9,91.96
"2248",3267,"improved.sanitation",92.19,0.00829870856007979,"MALE",2011,"EICV","NGORORERO",2,"Improved Sanitation",9,92.19
"2249",3268,"improved.sanitation",91.75,0.00810643449201579,"FEMALE",2011,"EICV","NGORORERO",2,"Improved Sanitation",9,91.75
"2250",3269,"improved.sanitation",91.96,0.00580065399972736,"RURAL",2011,"EICV","NGORORERO",2,"Improved Sanitation",9,91.96
"2251",3270,"improved.sanitation",87.27,0.0131076352062522,"SEVERELY-POOR",2011,"EICV","NGORORERO",2,"Improved Sanitation",9,87.27
"2252",3271,"improved.sanitation",91.29,0.0128660022788362,"POOR",2011,"EICV","NGORORERO",2,"Improved Sanitation",9,91.29
"2253",3272,"improved.sanitation",95.13,0.0065611147259291,"NON-POOR",2011,"EICV","NGORORERO",2,"Improved Sanitation",9,95.13
"2254",3273,"electric.lighting",0.39,0.00136839039173408,"TOTAL",2011,"EICV","NGORORERO",2,"Electricity",10,0.39
"2255",3274,"electric.lighting",0.1,0.00104533881254596,"MALE",2011,"EICV","NGORORERO",2,"Electricity",10,0.1
"2256",3275,"electric.lighting",0.64,0.00243211875492275,"FEMALE",2011,"EICV","NGORORERO",2,"Electricity",10,0.64
"2257",3276,"electric.lighting",0.39,0.00136839039173408,"RURAL",2011,"EICV","NGORORERO",2,"Electricity",10,0.39
"2258",3279,"electric.lighting",0.8,0.00282661001857606,"NON-POOR",2011,"EICV","NGORORERO",2,"Electricity",10,0.8
"2259",3280,"primary.attendance",91.43,0.0147425015384336,"TOTAL",2011,"EICV","NGORORERO",2,"Primary Education",12,91.43
"2260",3281,"primary.attendance",91.88,0.0201222227336852,"MALE",2011,"EICV","NGORORERO",2,"Primary Education",12,91.88
"2261",3282,"primary.attendance",90.95,0.0215939376288385,"FEMALE",2011,"EICV","NGORORERO",2,"Primary Education",12,90.95
"2262",3283,"primary.attendance",91.43,0.0147425015384336,"RURAL",2011,"EICV","NGORORERO",2,"Primary Education",12,91.43
"2263",3284,"primary.attendance",86.47,0.0305692139512683,"SEVERELY-POOR",2011,"EICV","NGORORERO",2,"Primary Education",12,86.47
"2264",3285,"primary.attendance",91.51,0.0307420908071027,"POOR",2011,"EICV","NGORORERO",2,"Primary Education",12,91.51
"2265",3286,"primary.attendance",95.31,0.0173274892479075,"NON-POOR",2011,"EICV","NGORORERO",2,"Primary Education",12,95.31
"2266",3287,"secondary.attendance",14.77,0.0208219534577711,"TOTAL",2011,"EICV","NGORORERO",2,"Secondary Education",13,14.77
"2267",3288,"secondary.attendance",15.08,0.0303487904379501,"MALE",2011,"EICV","NGORORERO",2,"Secondary Education",13,15.08
"2268",3289,"secondary.attendance",14.47,0.0285886603594549,"FEMALE",2011,"EICV","NGORORERO",2,"Secondary Education",13,14.47
"2269",3290,"secondary.attendance",14.77,0.0208219534577711,"RURAL",2011,"EICV","NGORORERO",2,"Secondary Education",13,14.77
"2270",3291,"secondary.attendance",9.84,0.0311871183137169,"SEVERELY-POOR",2011,"EICV","NGORORERO",2,"Secondary Education",13,9.84
"2271",3292,"secondary.attendance",11.49,0.0441010156766873,"POOR",2011,"EICV","NGORORERO",2,"Secondary Education",13,11.49
"2272",3293,"secondary.attendance",19.23,0.0327464308053795,"NON-POOR",2011,"EICV","NGORORERO",2,"Secondary Education",13,19.23
"2273",3294,"literacy",56.43,0.0165819116188837,"TOTAL",2011,"EICV","NGORORERO",2,"Literacy",14,56.43
"2274",3295,"literacy",62.48,0.0247822157521952,"MALE",2011,"EICV","NGORORERO",2,"Literacy",14,62.48
"2275",3296,"literacy",51.89,0.0220725777316168,"FEMALE",2011,"EICV","NGORORERO",2,"Literacy",14,51.89
"2276",3297,"literacy",56.43,0.0165819116188837,"RURAL",2011,"EICV","NGORORERO",2,"Literacy",14,56.43
"2277",3298,"literacy",49.99,0.0307317134908648,"SEVERELY-POOR",2011,"EICV","NGORORERO",2,"Literacy",14,49.99
"2278",3299,"literacy",57.1,0.0345078600076323,"POOR",2011,"EICV","NGORORERO",2,"Literacy",14,57.1
"2279",3300,"literacy",60.19,0.0237981105563938,"NON-POOR",2011,"EICV","NGORORERO",2,"Literacy",14,60.19
"2280",3301,"poor",28.43,0.00978760067897078,"TOTAL",2011,"EICV","NYABIHU",1,"Poverty",1,71.57
"2281",3302,"poor",28.48,0.0139618906196971,"MALE",2011,"EICV","NYABIHU",1,"Poverty",1,71.52
"2282",3303,"poor",28.39,0.0137125335181712,"FEMALE",2011,"EICV","NYABIHU",1,"Poverty",1,71.61
"2283",3304,"poor",28.43,0.00978760067897078,"RURAL",2011,"EICV","NYABIHU",1,"Poverty",1,71.57
"2284",3305,"severely.poor",11.87,0.00673779380283246,"TOTAL",2011,"EICV","NYABIHU",1,"Severe Poverty",2,88.13
"2285",3306,"severely.poor",12.16,0.00986018318825118,"MALE",2011,"EICV","NYABIHU",1,"Severe Poverty",2,87.84
"2286",3307,"severely.poor",11.62,0.00922385785100144,"FEMALE",2011,"EICV","NYABIHU",1,"Severe Poverty",2,88.38
"2287",3308,"severely.poor",11.87,0.00673779380283246,"RURAL",2011,"EICV","NYABIHU",1,"Severe Poverty",2,88.13
"2288",3309,"health.insurance",65.67,0.0109214354694137,"TOTAL",2011,"EICV","NYABIHU",2,"Have Health Insurance",6,65.67
"2289",3310,"health.insurance",65.97,0.0156509521263452,"MALE",2011,"EICV","NYABIHU",2,"Have Health Insurance",6,65.97
"2290",3311,"health.insurance",65.4,0.0152398784087104,"FEMALE",2011,"EICV","NYABIHU",2,"Have Health Insurance",6,65.4
"2291",3312,"health.insurance",65.67,0.0109214354694137,"RURAL",2011,"EICV","NYABIHU",2,"Have Health Insurance",6,65.67
"2292",3313,"health.insurance",46.45,0.0296769407382834,"SEVERELY-POOR",2011,"EICV","NYABIHU",2,"Have Health Insurance",6,46.45
"2293",3314,"health.insurance",55.3,0.0268398209742767,"POOR",2011,"EICV","NYABIHU",2,"Have Health Insurance",6,55.3
"2294",3315,"health.insurance",71.26,0.012739556682887,"NON-POOR",2011,"EICV","NYABIHU",2,"Have Health Insurance",6,71.26
"2295",3316,"care.when.ill",38.38,0.0335005107841936,"TOTAL",2011,"EICV","NYABIHU",2,"Receive Care When Ill",7,38.38
"2296",3317,"care.when.ill",40.45,0.0518141181412725,"MALE",2011,"EICV","NYABIHU",2,"Receive Care When Ill",7,40.45
"2297",3318,"care.when.ill",36.9,0.0437354103941272,"FEMALE",2011,"EICV","NYABIHU",2,"Receive Care When Ill",7,36.9
"2298",3319,"care.when.ill",38.38,0.0335005107841936,"RURAL",2011,"EICV","NYABIHU",2,"Receive Care When Ill",7,38.38
"2299",3320,"care.when.ill",24.42,0.0776216846123074,"SEVERELY-POOR",2011,"EICV","NYABIHU",2,"Receive Care When Ill",7,24.42
"2300",3321,"care.when.ill",24.94,0.0760828052597718,"POOR",2011,"EICV","NYABIHU",2,"Receive Care When Ill",7,24.94
"2301",3322,"care.when.ill",42.6,0.0400073096331654,"NON-POOR",2011,"EICV","NYABIHU",2,"Receive Care When Ill",7,42.6
"2302",3323,"improved.water",81.98,0.00810687293864417,"TOTAL",2011,"EICV","NYABIHU",2,"Clean Water",8,81.98
"2303",3324,"improved.water",81.65,0.0119282673854709,"MALE",2011,"EICV","NYABIHU",2,"Clean Water",8,81.65
"2304",3325,"improved.water",82.29,0.0110385599124701,"FEMALE",2011,"EICV","NYABIHU",2,"Clean Water",8,82.29
"2305",3326,"improved.water",81.98,0.00810687293864417,"RURAL",2011,"EICV","NYABIHU",2,"Clean Water",8,81.98
"2306",3327,"improved.water",77.59,0.025206010985158,"SEVERELY-POOR",2011,"EICV","NYABIHU",2,"Clean Water",8,77.59
"2307",3328,"improved.water",79.55,0.0206600688961326,"POOR",2011,"EICV","NYABIHU",2,"Clean Water",8,79.55
"2308",3329,"improved.water",83.28,0.00932934188640806,"NON-POOR",2011,"EICV","NYABIHU",2,"Clean Water",8,83.28
"2309",3330,"improved.sanitation",73.91,0.00988874135691712,"TOTAL",2011,"EICV","NYABIHU",2,"Improved Sanitation",9,73.91
"2310",3331,"improved.sanitation",74.76,0.0140405026917718,"MALE",2011,"EICV","NYABIHU",2,"Improved Sanitation",9,74.76
"2311",3332,"improved.sanitation",73.15,0.013904858288603,"FEMALE",2011,"EICV","NYABIHU",2,"Improved Sanitation",9,73.15
"2312",3333,"improved.sanitation",73.91,0.00988874135691712,"RURAL",2011,"EICV","NYABIHU",2,"Improved Sanitation",9,73.91
"2313",3334,"improved.sanitation",67.39,0.0277336078256201,"SEVERELY-POOR",2011,"EICV","NYABIHU",2,"Improved Sanitation",9,67.39
